採否	語	content	一致	落とした理由
除外	maml	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	massive	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	mdp	学習	1/1	記号か英数のみ; 票が 1 件だけ
除外	mealprep	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	means	情報	2/2	記号か英数のみ; 票が 2 件だけ
除外	mechanism	法制度	1/2	記号か英数のみ; 票が 1 件だけ
除外	medium	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	menisküs	健康	1/1	票が 1 件だけ
除外	meta	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	metagenomics	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	mg	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	mhc	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	mimo	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	mla	学習	1/1	記号か英数のみ; 票が 1 件だけ
除外	mm	法制度	1/1	記号か英数のみ; 票が 1 件だけ
除外	mnp	法制度	1/1	記号か英数のみ; 票が 1 件だけ
除外	mode	情報	2/3	記号か英数のみ; 票が 2 件だけ
除外	model	情報	2/5	記号か英数のみ; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	models	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	modified	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	moneyforward	金銭	1/1	記号か英数のみ; 票が 1 件だけ
除外	mooc	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	multi	情報	2/3	記号か英数のみ; 票が 2 件だけ
除外	mutlaka	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	mı	健康	1/1	票が 1 件だけ
除外	ncf	移動	1/1	記号か英数のみ; 票が 1 件だけ
除外	negative	情報	1/1	記号か英数のみ; 性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	nestjs	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	networks	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	neural	情報	2/2	記号か英数のみ; 性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	nf	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	ngs	法制度	1/1	記号か英数のみ; 票が 1 件だけ
除外	nmda	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	node	情報	2/2	記号か英数のみ; 票が 2 件だけ
除外	normalization	情報	2/3	長すぎる; 記号か英数のみ; 票が 2 件だけ
除外	np	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	null	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	objectives	移動	1/1	記号か英数のみ; 票が 1 件だけ
除外	of	健康	4/11	記号か英数のみ; 首位の占有率 36% が閾値未満
除外	olabilir	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	olap	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	oltp	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	on	情報	1/1	記号か英数のみ; 動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	on-the-job training	仕事	3/4	長すぎる
除外	openapi	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	optimization	交通	1/1	記号か英数のみ; 票が 1 件だけ
除外	ortopedi	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	outcome	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	overfitting	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	pH	自然	2/3	記号か英数のみ; 票が 2 件だけ
除外	pass	交通	1/1	記号か英数のみ; 票が 1 件だけ
除外	passenger	交通	1/1	記号か英数のみ; 票が 1 件だけ
除外	pdsa	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	pe	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	perc	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	phase	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	ping	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	pixel	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	plms	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	pna	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	pooling	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	potential	金銭	1/1	記号か英数のみ; 票が 1 件だけ
除外	prmt	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	probabilistic	情報	1/2	長すぎる; 記号か英数のみ; 票が 1 件だけ
除外	process	学習	1/2	記号か英数のみ; 票が 1 件だけ
除外	programming	学習	1/1	記号か英数のみ; 票が 1 件だけ
除外	psychological	法制度	1/1	長すぎる; 記号か英数のみ; 票が 1 件だけ
除外	pufa	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	pwa	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	qid	健康	1/2	記号か英数のみ; 票が 1 件だけ
除外	qrs	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	range	健康	1/2	記号か英数のみ; 票が 1 件だけ
除外	rank	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	rankl	身体	1/1	記号か英数のみ; 票が 1 件だけ
除外	ratio	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	rbac	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	react	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	reaksiyon	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	really	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	recovery	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	reinforce	学習	1/1	記号か英数のみ; 票が 1 件だけ
除外	reinforcement	学習	2/3	長すぎる; 記号か英数のみ; 票が 2 件だけ
除外	rendering	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	request	失敗	1/1	記号か英数のみ; 票が 1 件だけ
除外	response	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	restful	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	results	移動	1/1	記号か英数のみ; 票が 1 件だけ
除外	reverse	自然	1/1	記号か英数のみ; 動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	rhel	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	rnai	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	roast	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	rsi	金銭	2/2	記号か英数のみ; 票が 2 件だけ
除外	rsv	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	rubisco	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	sadece	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	scaling	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	sesi	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	sglt	健康	1/2	記号か英数のみ; 票が 1 件だけ
除外	sgs	交通	1/1	記号か英数のみ; 票が 1 件だけ
除外	shap	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	shot	情報	2/3	記号か英数のみ; 票が 2 件だけ
除外	shrna	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	siem	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	sim	金銭	1/2	記号か英数のみ; 票が 1 件だけ
除外	sirna	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	sleep	健康	2/2	記号か英数のみ; 票が 2 件だけ
除外	snapshot	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	snp	法制度	1/1	記号か英数のみ; 票が 1 件だけ
除外	sorunları	健康	1/1	票が 1 件だけ
除外	sourdough	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	spectral	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	srp	仕事	1/2	記号か英数のみ; 票が 1 件だけ
除外	ssd	情報	2/2	記号か英数のみ; 票が 2 件だけ
除外	storage	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	strep	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	stress	法制度	1/1	記号か英数のみ; 票が 1 件だけ
除外	tabii	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	tableau	仕事	1/1	記号か英数のみ; 票が 1 件だけ
除外	tarçınlı	健康	1/1	票が 1 件だけ
除外	teams	仕事	1/1	記号か英数のみ; 票が 1 件だけ
除外	tendinit	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	terraform	情報	2/2	記号か英数のみ; 票が 2 件だけ
除外	test	法制度	1/1	記号か英数のみ; 動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	teşhis	健康	1/1	票が 1 件だけ
除外	tiroid	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	tiss	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	topcon	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	trace	法制度	1/1	記号か英数のみ; 動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	transformer	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	uhmw	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	uti	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	uzmanına	健康	1/1	票が 1 件だけ
除外	vae	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	varsa	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	vas	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	veeam	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	veya	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	viable	仕事	2/2	記号か英数のみ; 票が 2 件だけ
除外	vitals	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	vulnerability	法制度	1/1	長すぎる; 記号か英数のみ; 票が 1 件だけ
除外	waf	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	wait	交通	1/1	記号か英数のみ; 票が 1 件だけ
除外	web	情報	3/6	記号か英数のみ
除外	webp	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	wgan	情報	1/2	記号か英数のみ; 票が 1 件だけ
除外	what	仕事	1/1	記号か英数のみ; 票が 1 件だけ
除外	whistleblowing	仕事	1/1	長すぎる; 記号か英数のみ; 票が 1 件だけ
除外	why	仕事	1/1	記号か英数のみ; 票が 1 件だけ
除外	win	努力	1/1	記号か英数のみ; 票が 1 件だけ
除外	wms	交通	2/2	記号か英数のみ; 票が 2 件だけ
除外	wow	食事	1/1	記号か英数のみ; 票が 1 件だけ
除外	wpa	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	wue	自然	1/1	記号か英数のみ; 票が 1 件だけ
除外	xai	情報	3/4	記号か英数のみ
除外	xdr	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	xeno	身体	1/1	記号か英数のみ; 票が 1 件だけ
除外	xnn	情報	1/1	記号か英数のみ; 票が 1 件だけ
除外	yield	金銭	1/2	記号か英数のみ; 票が 1 件だけ
除外	yine	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	yok	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	yorgunluk	健康	1/1	記号か英数のみ; 票が 1 件だけ
除外	yürüyüşteyken	健康	1/1	長すぎる; 票が 1 件だけ
除外	çay	健康	1/1	票が 1 件だけ
除外	çekimi	健康	1/1	票が 1 件だけ
除外	öksürük	健康	1/1	票が 1 件だけ
除外	özellikle	健康	1/1	票が 1 件だけ
除外	şey	健康	1/1	票が 1 件だけ
除外	あたり	情報	1/4	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	いくつ	法制度	7/33	首位の占有率 21% が閾値未満
除外	いくら	食事	1/3	名詞でない（副詞）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	いじめ	仕事	1/2	票が 1 件だけ
除外	いっぱい	家族	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	いつ頃	法制度	1/3	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	うつ病	健康	2/3	票が 2 件だけ
除外	おかげ	学習	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	おすすめ	食事	6/30	動作を指す名詞（サ変可能）; 首位の占有率 20% が閾値未満
除外	おにぎり	身体	1/1	票が 1 件だけ
除外	お世話	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
採用	お子さん	学習	3/3	
除外	お客様	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	お店	食事	1/1	票が 1 件だけ
除外	お父様	法制度	1/1	票が 1 件だけ
除外	お礼	情報	1/1	票が 1 件だけ
除外	お金	金銭	1/1	票が 1 件だけ
除外	お願い	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	かかりつけ医	健康	1/1	票が 1 件だけ
除外	かたち	健康	1/1	票が 1 件だけ
採用	かゆみ	健康	3/5	
除外	きっかけ	法制度	1/1	票が 1 件だけ
除外	こだわり	住居	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	ご多忙	仕事	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	ご自身	健康	4/12	首位の占有率 33% が閾値未満
除外	ご飯	家族	1/1	票が 1 件だけ
除外	しつけ	住居	1/1	票が 1 件だけ
除外	しょう	法制度	1/1	票が 1 件だけ
除外	すべて	自然	3/15	品詞から取れる（副詞可能 → #時間）; 首位の占有率 20% が閾値未満
除外	すれ違い	交通	1/1	票が 1 件だけ
除外	その後	仕事	3/16	品詞から取れる（副詞可能 → #時間）; 首位の占有率 19% が閾値未満
除外	そもそも	健康	2/11	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 18% が閾値未満
除外	それぞれ	健康	13/79	品詞から取れる（副詞可能 → #時間）; 首位の占有率 16% が閾値未満
除外	だし巻き	食事	1/1	票が 1 件だけ
除外	ちなみ	健康	9/26	首位の占有率 35% が閾値未満
除外	つながり	家族	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	づくり	学習	2/4	票が 2 件だけ
除外	ぬるま湯	身体	1/2	票が 1 件だけ
除外	ばらつき	学習	1/2	票が 1 件だけ
除外	びっくり	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	まとめ買い	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	みんな	家族	2/5	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	むくみ	健康	1/1	票が 1 件だけ
除外	もてなし	学習	1/1	票が 1 件だけ
除外	やり取り	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	やり方	住居	1/2	票が 1 件だけ
除外	ろ過	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	アイテム	仕事	3/7	首位の占有率 43% が閾値未満
除外	アイデア	仕事	12/25	首位の占有率 48% が閾値未満
除外	アイデンティティ	学習	1/1	票が 1 件だけ
除外	アイロン	住居	2/2	票が 2 件だけ
除外	アウェアネス	住居	1/1	票が 1 件だけ
除外	アウター	交通	1/1	票が 1 件だけ
除外	アウト	健康	1/2	票が 1 件だけ
除外	アウトソーシング	仕事	1/1	票が 1 件だけ
除外	アウトプット	学習	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	アカウント	仕事	1/1	票が 1 件だけ
採用	アクション	仕事	4/5	
採用	アクションプラン	仕事	4/5	
除外	アクセス	情報	8/19	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	アクセスログ	学習	1/1	票が 1 件だけ
除外	アクセル	交通	1/1	票が 1 件だけ
除外	アクチン	自然	1/2	票が 1 件だけ
除外	アクティビティ	交通	1/1	票が 1 件だけ
除外	アクティブリスニング	仕事	1/2	票が 1 件だけ
除外	アクティブ・ラーニング	学習	2/3	票が 2 件だけ
除外	アクリル	住居	1/1	票が 1 件だけ
除外	アグリ	自然	1/1	票が 1 件だけ
除外	アサイン	移動	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	アザメ	自然	1/1	票が 1 件だけ
除外	アシスタント	仕事	1/1	票が 1 件だけ
除外	アジェンダ	仕事	1/1	票が 1 件だけ
採用	アジャイル	仕事	3/3	
採用	アジャイル開発	仕事	3/5	
除外	アスピリン	健康	2/2	票が 2 件だけ
除外	アセスメント	自然	2/4	票が 2 件だけ
除外	アセチル	自然	1/1	票が 1 件だけ
除外	アセチルコリン	自然	1/1	票が 1 件だけ
除外	アタック	家族	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	アップ	仕事	11/21	動作を指す名詞（サ変可能）
除外	アップグレード	情報	1/1	票が 1 件だけ
除外	アップス	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	アップデート	情報	3/9	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	アデノウイルス	健康	1/1	票が 1 件だけ
除外	アトピー	身体	1/1	票が 1 件だけ
除外	アトモスフェリック	交通	1/1	票が 1 件だけ
除外	アドバイス	仕事	6/24	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
除外	アドバンテージ	学習	1/2	票が 1 件だけ
除外	アドレス	法制度	2/3	票が 2 件だけ
除外	アナライザー	情報	1/1	票が 1 件だけ
